Valgrækkefølge	Region	Speciale	Enhed	Afdeling	Speciale 2	Område
618	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Fælles Akut Modtagelse, Aabenraa	Almen medicin	Område Sønderjylland
619	Syddanmark	Ortopædisk kirurgi	OUH Svendborg Sygehus	Ortopædkirurgisk afd. O, Svendborg	Almen medicin	Område Fyn
620	Sjælland	Intern medicin	Nykøbing F. Sygehus	Medicinsk afd.	Almen medicin	Område Nykøbing Falster Sygehus
621	Sjælland	Ortopædisk kirurgi	Nykøbing F. Sygehus	Ortopædkirurgisk afd.	Almen medicin	Område Næstved, Slagelse, Ringsted Sygehuse
622	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
623	Sjælland	Kirurgi	Næstved, Slagelse og Ringsted Sygehuse	SLA, Kirurgisk afd.	Almen medicin	Område Næstved, Slagelse, Ringsted Sygehuse
624	Sjælland	Ortopædisk kirurgi	Sjællands Universitetshospital, Nykøbing F.	Ortopædkirurgisk afd.	Almen medicin	Område Næstved, Slagelse, Ringsted Sygehuse
625	Sjælland	Ortopædisk kirurgi	Nykøbing F. Sygehus	Ortopædkirurgisk afd.	Almen medicin	Område Nykøbing Falster Sygehus
626	Nordjylland	Intern medicin	Aalborg Universitetshospital - Thisted	Medicinsk Afd.	Almen medicin	Område Region Nordjylland
627	Nordjylland	Intern medicin	Aalborg Universitetshospital - Thisted	Medicinsk Afd.	Almen medicin	Område Region Nordjylland
628	Sjælland	Ortopædisk kirurgi	Nykøbing F. Sygehus	Ortopædkirurgisk afd.	Almen medicin	Område Nykøbing Falster Sygehus
629	Midtjylland	Kirurgi	Hospitalsenhed Midt	Mave-, Tarm- og Brystkirurgi	Almen medicin	Distrikt Midt
630	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
631	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
632	Midtjylland	Neurologi	Hospitalsenhed Midt	Neurologi	Almen medicin	Distrikt Midt
633	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
634	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
635	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
636	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
637	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
638	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Hjertesygdomme, Aabenraa	Almen medicin	Område Sønderjylland
639	Syddanmark	Ortopædisk kirurgi	Sygehus Lillebælt Vejle	Ortopædkirurgisk afd., Vejle	Almen medicin	Område Lillebælt (Vejle)
640	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
641	Sjælland	Ortopædisk kirurgi	Sjællands Universitetshospital, Nykøbing F.	Ortopædkirurgisk afd.	Almen medicin	Område Nykøbing Falster Sygehus
642	Syddanmark	Kirurgi	Sygehus Lillebælt Kolding	Organkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
643	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
644	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
645	Syddanmark	Kirurgi	Sygehus Lillebælt Kolding	Organkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
646	Midtjylland	Akutmedicin	Hospitalsenhed Midt	Akutafdelingen	Almen medicin	Distrikt Midt
647	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
648	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
649	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
650	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
651	Syddanmark	Ortopædisk kirurgi	Sygehus Lillebælt Kolding	Ortopædkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
652	Syddanmark	Ortopædisk kirurgi	Sygehus Lillebælt Kolding	Ortopædkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
653	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Medicinske Sygdomme, Aabenraa	Almen medicin	Område Sønderjylland
654	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
655	Midtjylland	Intern medicin	Hospitalsenhed Midt	Medicinsk Afdeling	Almen medicin	Distrikt Midt
656	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
657	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
658	Midtjylland	Ortopædisk kirurgi	Regionshospitalet Gødstrup	Ortopædkirurgi	Almen medicin	Distrikt Vest
659	Syddanmark	Ortopædisk kirurgi	Sygehus Lillebælt Kolding	Ortopædkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
660	Midtjylland	Ortopædisk kirurgi	Regionshospitalet Gødstrup	Ortopædkirurgi	Almen medicin	Distrikt Vest
661	Syddanmark	Kirurgi	Sygehus Lillebælt Kolding	Organkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
662	Syddanmark	Kirurgi	Sygehus Lillebælt Kolding	Organkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
663	Syddanmark	Urologi	Sygehus Lillebælt Vejle	Urinvejskirurgis afd., Vejle	Almen medicin	Område Lillebælt (Vejle)
664	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
665	Syddanmark	Urologi	Sygehus Lillebælt Vejle	Urinvejskirurgis afd., Vejle	Almen medicin	Område Lillebælt (Vejle)
666	Syddanmark	Kirurgi	Sygehus Sønderjylland Aabenraa	Kirurgi, Aabenraa	Almen medicin	Område Sønderjylland
667	Syddanmark	Kirurgi	Sygehus Sønderjylland Aabenraa	Kirurgi, Aabenraa	Almen medicin	Område Sønderjylland
668	Midtjylland	Intern medicin	Hospitalsenhed Midt	Medicinsk Afdeling	Almen medicin	Distrikt Midt
669	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
670	Nordjylland	Akutmedicin	Regionshospital Nordjylland	Akutmodtagelsen	Almen medicin	Område Region Nordjylland
671	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Fælles Akut Modtagelse, Aabenraa	Almen medicin	Område Sønderjylland
672	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Hjertesygdomme, Aabenraa	Almen medicin	Område Sønderjylland
673	Nordjylland	Ortopædisk kirurgi	Aalborg Universitetshospital	Ortopædkirurgisk afdeling, Hjørring	Almen medicin	Område Region Nordjylland
674	Syddanmark	Urologi	Sygehus Lillebælt Vejle	Urinvejskirurgis afd., Vejle	Almen medicin	Område Lillebælt (Vejle)
675	Syddanmark	Ortopædisk kirurgi	Sygehus Lillebælt Kolding	Ortopædkirurgi, Kolding	Almen medicin	Område Lillebælt (Vejle)
676	Nordjylland	Intern medicin	Aalborg Universitetshospital - Thisted	Medicinsk Afd.	Almen medicin	Område Region Nordjylland
677	Syddanmark	Kirurgi	Sygehus Sønderjylland Aabenraa	Kirurgi, Aabenraa	Almen medicin	Område Sønderjylland
678	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
679	Syddanmark	Ortopædisk kirurgi	Esbjerg Sygehus	Ortopædkirurgi, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
680	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
681	Midtjylland	Urologi	Regionshospitalet Gødstrup	Urinvejskirurgi	Almen medicin	Distrikt Vest
682	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
683	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Medicinske Sygdomme, Aabenraa	Almen medicin	Område Sønderjylland
684	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Hjertesygdomme, Aabenraa	Almen medicin	Område Sønderjylland
685	Syddanmark	Intern medicin	Sygehus Sønderjylland Sønderborg	Medicinske Sygdomme, Sønderborg	Almen medicin	Område Sønderjylland
686	Syddanmark	Kirurgi	Esbjerg Sygehus	Mave- og Tarmsygdomme, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
687	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
688	Nordjylland	Intern medicin	Aalborg Universitetshospital - Thisted	Medicinsk Afd.	Almen medicin	Område Region Nordjylland
689	Midtjylland	Intern medicin	Regionshospitalet Gødstrup	Medicinsk Afdeling	Almen medicin	Distrikt Vest
690	Midtjylland	Kirurgi	Regionshospitalet Gødstrup	Mave- og Tarmkirurgi	Almen medicin	Distrikt Vest
691	Midtjylland	Urologi	Regionshospitalet Gødstrup	Urinvejskirurgi	Almen medicin	Distrikt Vest
692	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
693	Syddanmark	Intern medicin	Sygehus Sønderjylland Aabenraa	Fælles Akut Modtagelse, Aabenraa	Almen medicin	Område Sønderjylland
694	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
695	Syddanmark	Kirurgi	Esbjerg Sygehus	Mave- og Tarmsygdomme, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
696	Syddanmark	Neurologi	Esbjerg Sygehus	Hjerne- og Nervesygdomme, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
697	Syddanmark	Intern medicin	Esbjerg Sygehus	Fælles Medicinske afdelinger, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
698	Syddanmark	Intern medicin	Sygehus Sønderjylland Sønderborg	Medicinske Sygdomme, Sønderborg	Almen medicin	Område Sønderjylland
699	Syddanmark	Kirurgi	Esbjerg Sygehus	Mave- og Tarmsygdomme, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
700	Syddanmark	Ortopædisk kirurgi	Esbjerg Sygehus	Ortopædkirurgi, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
701	Midtjylland	Akutmedicin	Regionshospitalet Gødstrup	Akutafdelingen	Almen medicin	Distrikt Vest
702	Syddanmark	Intern medicin	Sygehus Sønderjylland Sønderborg	Medicinske Sygdomme, Sønderborg	Almen medicin	Område Sønderjylland
703	Syddanmark	Intern medicin	Sygehus Sønderjylland Sønderborg	Medicinske Sygdomme, Sønderborg	Almen medicin	Område Sønderjylland
704	Nordjylland	Intern medicin	Aalborg Universitetshospital - Thisted	Medicinsk Afd.	Almen medicin	Område Region Nordjylland
705	Syddanmark	Ortopædisk kirurgi	Sygehus Sønderjylland Aabenraa	Ortopædkirurgi, Aabenraa	Almen medicin	Område Sønderjylland
706	Syddanmark	Intern medicin	Sygehus Sønderjylland Sønderborg	Medicinske Sygdomme, Sønderborg	Almen medicin	Område Sønderjylland
707	Midtjylland	Intern medicin	Regionshospitalet Gødstrup	Medicinsk Afdeling	Almen medicin	Distrikt Vest
708	Syddanmark	Intern medicin	Sygehus Sønderjylland Sønderborg	Medicinske Sygdomme, Sønderborg	Almen medicin	Område Sønderjylland
709	Syddanmark	Urologi	Esbjerg Sygehus	Urinvejskirurgi, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
710	Syddanmark	Intern medicin	Sygehus Sønderjylland Sønderborg	Medicinske Sygdomme, Sønderborg	Almen medicin	Område Sønderjylland
711	Midtjylland	Intern medicin	Regionshospitalet Gødstrup	Medicinsk Afdeling	Almen medicin	Distrikt Vest
712	Nordjylland	Intern medicin	Aalborg Universitetshospital - Thisted	Medicinsk Afd.	Almen medicin	Område Region Nordjylland
713	Syddanmark	Ortopædisk kirurgi	Esbjerg Sygehus	Ortopædkirurgi, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
714	Syddanmark	Ortopædisk kirurgi	Esbjerg Sygehus	Ortopædkirurgi, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
715	Syddanmark	Ortopædisk kirurgi	Sygehus Sønderjylland Aabenraa	Ortopædkirurgi, Aabenraa	Almen medicin	Område Sønderjylland
716	Syddanmark	Kirurgi	Esbjerg Sygehus	Mave- og Tarmsygdomme, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
717	Midtjylland	Intern medicin	Regionshospitalet Gødstrup	Medicinsk Afdeling	Almen medicin	Distrikt Vest
718	Syddanmark	Ortopædisk kirurgi	Sygehus Sønderjylland Aabenraa	Ortopædkirurgi, Aabenraa	Almen medicin	Område Sønderjylland
719	Midtjylland	Ortopædisk kirurgi	Regionshospitalet Gødstrup	Ortopædkirurgi	Almen medicin	Distrikt Vest
720	Syddanmark	Kirurgi	Esbjerg Sygehus	Mave- og Tarmsygdomme, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
721	Syddanmark	Ortopædisk kirurgi	Esbjerg Sygehus	Ortopædkirurgi, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
722	Syddanmark	Urologi	Esbjerg Sygehus	Urinvejskirurgi, Esbjerg	Almen medicin	Område Sydvestjylland (Ribe)
723	Midtjylland	Neurologi	Regionshospitalet Gødstrup	Neurologisk Klinik Gødstrup	Almen medicin	Distrikt Vest
724	Midtjylland	Ortopædisk kirurgi	Regionshospitalet Gødstrup	Ortopædkirurgi	Almen medicin	Distrikt Vest
